dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
s3d_cuszp_1e3,cuszp,write,307.6400,0.0000,177.9865,0.0356,127.5130,161.5883,161.6042,16.3982,-0.0159,2.1050,0.006842
s3d_cuszp_1e3,cuszp,read,645.5504,0.0000,568.7012,0.0000,14.8675,0.0000,0.0000,568.7012,0.0000,61.9816,0.096014
s3d_cuszp_1e3,cuszp,write,257.7693,0.0000,111.9581,0.0579,143.6029,96.6596,96.6742,15.2986,-0.0146,2.1503,0.008342
s3d_cuszp_1e3,cuszp,read,640.1650,0.0000,563.6257,0.0000,14.6583,0.0000,0.0000,563.6257,0.0000,61.8811,0.096664
s3d_cuszp_1e3,cuszp,write,449.2107,0.0000,174.7975,0.0441,272.2659,160.1232,160.1363,14.6743,-0.0132,2.1032,0.004682
s3d_cuszp_1e3,cuszp,read,642.9401,0.0000,561.8850,0.0000,14.5808,0.0000,0.0000,561.8850,0.0000,66.4743,0.103391
s3d_cuszp_1e3,cuszp,write,489.1909,0.0000,181.6450,0.0377,305.3777,167.3306,167.3435,14.3144,-0.0129,2.1304,0.004355
s3d_cuszp_1e3,cuszp,read,625.1734,0.0000,548.4533,0.0000,14.3722,0.0000,0.0000,548.4533,0.0000,62.3479,0.099729
s3d_cuszp_1e3,cuszp,write,236.5616,0.0000,109.0931,0.0441,125.3224,93.1670,93.1805,15.9260,-0.0134,2.1020,0.008886
s3d_cuszp_1e3,cuszp,read,644.4365,0.0000,567.5087,0.0000,14.6457,0.0000,0.0000,567.5087,0.0000,62.2821,0.096646
s3d_cuszp_1e3,cuszp,write,340.0380,0.0000,180.0225,0.0373,157.8661,164.6638,164.6762,15.3587,-0.0123,2.1121,0.006211
s3d_cuszp_1e3,cuszp,read,641.8877,0.0000,565.8172,0.0000,14.7504,0.0000,0.0000,565.8172,0.0000,61.3200,0.095531
s3d_cuszp_1e3,cuszp,write,314.2359,0.0000,173.7786,0.0364,138.3405,159.2851,159.2993,14.4936,-0.0142,2.0803,0.006620
s3d_cuszp_1e3,cuszp,read,640.1282,0.0000,558.7133,0.0000,15.4682,0.0000,0.0000,558.7133,0.0000,65.9466,0.103021
s3d_cuszp_1e3,cuszp,write,395.7032,0.0000,173.0371,0.0352,220.6425,157.6768,157.6919,15.3603,-0.0151,1.9885,0.005025
s3d_cuszp_1e3,cuszp,read,635.1339,0.0000,559.3990,0.0000,14.4534,0.0000,0.0000,559.3990,0.0000,61.2815,0.096486
s3d_cuszp_1e3,cuszp,write,346.1500,0.0000,171.8844,0.0369,172.2348,157.7360,157.7516,14.1484,-0.0156,1.9939,0.005760
s3d_cuszp_1e3,cuszp,read,646.0127,0.0000,568.7446,0.0000,14.9367,0.0000,0.0000,568.7446,0.0000,62.3315,0.096487
s3d_cuszp_1e3,cuszp,write,258.8214,0.0000,103.1403,0.0607,153.5086,88.4730,0.0000,14.6673,88.4730,2.1119,0.008160
s3d_cuszp_1e3,cuszp,read,645.9533,0.0000,568.9642,0.0000,14.7572,0.0000,0.0000,568.9642,0.0000,62.2319,0.096341
s3d_cuszp_1e3,cuszp,write,298.3926,0.0000,174.2361,0.0348,122.0007,159.7910,0.0000,14.4451,159.7910,2.1209,0.007108
s3d_cuszp_1e3,cuszp,read,644.0595,0.0000,566.5429,0.0000,14.7281,0.0000,0.0000,566.5429,0.0000,62.7885,0.097489
s3d_cuszp_1e3,cuszp,write,272.2083,0.0000,112.3023,0.0338,157.7668,92.2723,0.0000,20.0300,92.2723,2.1055,0.007735
s3d_cuszp_1e3,cuszp,read,637.3393,0.0000,560.8326,0.0000,14.8086,0.0000,0.0000,560.8326,0.0000,61.6981,0.096806
s3d_cuszp_1e3,cuszp,write,268.2972,0.0000,106.7415,0.0349,159.4119,92.6311,0.0000,14.1104,92.6311,2.1088,0.007860
s3d_cuszp_1e3,cuszp,read,621.1653,0.0000,545.1718,0.0000,14.3762,0.0000,0.0000,545.1718,0.0000,61.6173,0.099196
s3d_cuszp_1e3,cuszp,write,285.7344,0.0000,181.6083,0.0343,101.8529,167.2818,0.0000,14.3265,167.2818,2.2391,0.007836
s3d_cuszp_1e3,cuszp,read,643.1796,0.0000,562.5180,0.0000,14.5861,0.0000,0.0000,562.5180,0.0000,66.0755,0.102733
s3d_cuszp_1e3,cuszp,write,370.4744,0.0000,161.9603,0.0365,206.2982,146.6045,0.0000,15.3558,146.6045,2.1795,0.005883
s3d_cuszp_1e3,cuszp,read,637.1640,0.0000,560.0375,0.0000,14.6720,0.0000,0.0000,560.0375,0.0000,62.4545,0.098020
s3d_cuszp_1e3,cuszp,write,229.0453,0.0000,102.4874,0.0360,124.4258,87.9638,0.0000,14.5236,87.9638,2.0960,0.009151
s3d_cuszp_1e3,cuszp,read,645.5982,0.0000,564.5271,0.0000,14.5569,0.0000,0.0000,564.5271,0.0000,66.5142,0.103027
s3d_cuszp_1e3,cuszp,write,262.7394,0.0000,108.2060,0.0364,152.3718,88.1370,0.0000,20.0690,88.1370,2.1252,0.008089
s3d_cuszp_1e3,cuszp,read,648.4576,0.0000,570.4671,0.0000,14.8130,0.0000,0.0000,570.4671,0.0000,63.1774,0.097427
s3d_cuszp_1e3,cuszp,write,241.5717,0.0000,109.2493,0.0349,130.1846,89.1606,0.0000,20.0886,89.1606,2.1029,0.008705
s3d_cuszp_1e3,cuszp,read,643.0692,0.0000,565.1151,0.0000,14.6713,0.0000,0.0000,565.1151,0.0000,63.2827,0.098407
s3d_cuszp_1e3,cuszp,write,377.8079,0.0000,181.7595,0.0352,193.9265,161.0700,0.0000,20.6896,161.0700,2.0867,0.005523
s3d_cuszp_1e3,cuszp,read,637.2810,0.0000,561.3851,0.0000,14.6729,0.0000,0.0000,561.3851,0.0000,61.2230,0.096069
s3d_cuszp_1e3,cuszp,write,305.0672,0.0000,185.9082,0.0341,117.0146,165.0312,0.0000,20.8770,165.0312,2.1103,0.006917
s3d_cuszp_1e3,cuszp,read,637.5396,0.0000,559.9111,0.0000,14.8360,0.0000,0.0000,559.9111,0.0000,62.7926,0.098492
s3d_cuszp_1e3,cuszp,write,297.6337,0.0000,174.1171,0.0346,121.4027,159.7795,0.0000,14.3376,159.7795,2.0794,0.006986
s3d_cuszp_1e3,cuszp,read,637.5057,0.0000,560.3158,0.0000,14.6113,0.0000,0.0000,560.3158,0.0000,62.5786,0.098162
s3d_cuszp_1e3,cuszp,write,224.4924,0.0000,102.2294,0.0351,120.0182,87.8531,0.0000,14.3763,87.8531,2.2098,0.009843
s3d_cuszp_1e3,cuszp,read,642.1656,0.0000,562.8099,0.0000,14.5561,0.0000,0.0000,562.8099,0.0000,64.7996,0.100908
s3d_cuszp_1e3,cuszp,write,303.4479,0.0000,112.4765,0.0338,188.8477,97.8060,0.0000,14.6705,97.8060,2.0899,0.006887
s3d_cuszp_1e3,cuszp,read,640.5733,0.0000,563.9467,0.0000,14.5660,0.0000,0.0000,563.9467,0.0000,62.0605,0.096883
s3d_cuszp_1e3,cuszp,write,328.0267,0.0000,173.6361,0.0341,152.3366,159.6667,0.0000,13.9694,159.6667,2.0200,0.006158
s3d_cuszp_1e3,cuszp,read,647.5444,0.0000,571.6174,0.0000,14.4208,0.0000,0.0000,571.6174,0.0000,61.5062,0.094984
s3d_cuszp_1e3,cuszp,write,320.1043,0.0000,173.8406,0.0346,144.2256,159.5581,0.0000,14.2825,159.5581,2.0034,0.006259
s3d_cuszp_1e3,cuszp,read,644.6453,0.0000,567.9480,0.0000,14.8492,0.0000,0.0000,567.9480,0.0000,61.8482,0.095941
s3d_cuszp_1e3,cuszp,write,165.1355,0.0000,19.6611,0.0184,143.2946,5.1980,0.0000,14.4631,5.1980,2.1614,0.013089
s3d_cuszp_1e3,cuszp,read,639.9680,0.0000,563.3716,0.0000,14.8749,0.0000,0.0000,563.3716,0.0000,61.7215,0.096445
s3d_cuszp_1e3,cuszp,write,352.7016,0.0000,108.6741,0.0373,241.9756,92.5353,0.0000,16.1388,92.5353,2.0146,0.005712
s3d_cuszp_1e3,cuszp,read,634.1104,0.0000,557.5146,0.0000,15.0191,0.0000,0.0000,557.5146,0.0000,61.5768,0.097107
s3d_cuszp_1e3,cuszp,write,152.4909,0.0000,24.1370,0.0211,126.2362,10.1540,0.0000,13.9830,10.1540,2.0966,0.013749
s3d_cuszp_1e3,cuszp,read,638.3920,0.0000,562.6232,0.0000,14.2260,0.0000,0.0000,562.6232,0.0000,61.5428,0.096403
s3d_cuszp_1e3,cuszp,write,224.0400,0.0000,102.0017,0.0359,120.0349,88.1041,0.0000,13.8976,88.1041,1.9675,0.008782
s3d_cuszp_1e3,cuszp,read,631.4186,0.0000,555.7110,0.0000,14.6137,0.0000,0.0000,555.7110,0.0000,61.0939,0.096757
s3d_cuszp_1e3,cuszp,write,148.9752,0.0000,19.4487,0.0180,127.4019,5.1599,0.0000,14.2888,5.1599,2.1067,0.014141
s3d_cuszp_1e3,cuszp,read,643.3400,0.0000,566.2194,0.0000,14.6321,0.0000,0.0000,566.2194,0.0000,62.4885,0.097131
s3d_cuszp_1e3,cuszp,write,289.2185,0.0000,102.2640,0.0369,184.9474,87.8562,0.0000,14.4079,87.8562,1.9702,0.006812
s3d_cuszp_1e3,cuszp,read,636.4228,0.0000,558.9242,0.0000,14.9084,0.0000,0.0000,558.9242,0.0000,62.5902,0.098347
s3d_cuszp_1e3,cuszp,write,184.0515,0.0000,21.3213,0.0181,160.6321,6.9671,0.0000,14.3542,6.9671,2.0800,0.011301
s3d_cuszp_1e3,cuszp,read,648.9411,0.0000,572.2403,0.0000,14.6895,0.0000,0.0000,572.2403,0.0000,62.0113,0.095558
s3d_cuszp_1e3,cuszp,write,239.9550,0.0000,102.9941,0.0356,134.9365,88.1595,0.0000,14.8346,88.1595,1.9888,0.008288
s3d_cuszp_1e3,cuszp,read,640.8993,0.0000,564.8650,0.0000,14.9090,0.0000,0.0000,564.8650,0.0000,61.1254,0.095374
s3d_cuszp_1e3,cuszp,write,151.2522,0.0000,24.6354,0.0208,124.4980,5.1774,0.0000,19.4580,5.1774,2.0980,0.013871
s3d_cuszp_1e3,cuszp,read,644.2295,0.0000,566.6540,0.0000,14.6333,0.0000,0.0000,566.6540,0.0000,62.9422,0.097701
s3d_cuszp_1e3,cuszp,write,373.8223,0.0000,105.7586,0.0528,266.0635,91.8628,0.0000,13.8958,91.8628,1.9474,0.005209
s3d_cuszp_1e3,cuszp,read,617.2054,0.0000,540.3599,0.0000,14.1705,0.0000,0.0000,540.3599,0.0000,62.6749,0.101546
s3d_cuszp_1e3,cuszp,write,208.2476,0.0000,19.1702,0.0170,186.9966,5.1235,0.0000,14.0467,5.1235,2.0639,0.009911
s3d_cuszp_1e3,cuszp,read,623.9778,0.0000,545.4919,0.0000,14.9555,0.0000,0.0000,545.4919,0.0000,63.5303,0.101815
s3d_cuszp_1e3,cuszp,write,227.7469,0.0000,102.5476,0.0358,123.1461,88.3408,0.0000,14.2068,88.3408,2.0174,0.008858
s3d_cuszp_1e3,cuszp,read,632.3111,0.0000,556.3853,0.0000,14.3834,0.0000,0.0000,556.3853,0.0000,61.5423,0.097329
s3d_cuszp_1e3,cuszp,write,239.5275,0.0000,24.7212,0.0218,212.6726,5.1838,0.0000,19.5374,5.1838,2.1118,0.008816
s3d_cuszp_1e3,cuszp,read,640.8572,0.0000,564.4893,0.0000,14.6117,0.0000,0.0000,564.4893,0.0000,61.7563,0.096365
s3d_cuszp_1e3,cuszp,write,242.9659,0.0000,101.3200,0.0367,139.6215,87.4637,0.0000,13.8563,87.4637,1.9877,0.008181
s3d_cuszp_1e3,cuszp,read,618.9979,0.0000,542.9901,0.0000,14.5176,0.0000,0.0000,542.9901,0.0000,61.4903,0.099338
s3d_cuszp_1e3,cuszp,write,392.3819,0.0000,22.8610,0.0174,367.5401,8.6287,0.0000,14.2323,8.6287,1.9634,0.005004
s3d_cuszp_1e3,cuszp,read,647.5388,0.0000,570.4488,0.0000,15.0440,0.0000,0.0000,570.4488,0.0000,62.0461,0.095818
s3d_cuszp_1e3,cuszp,write,250.7247,0.0000,102.7079,0.0355,145.9760,88.4289,0.0000,14.2790,88.4289,2.0052,0.007998
s3d_cuszp_1e3,cuszp,read,638.8530,0.0000,562.6872,0.0000,15.0265,0.0000,0.0000,562.6872,0.0000,61.1392,0.095702
s3d_cuszp_1e3,cuszp,write,224.1610,0.0000,19.7865,0.0311,202.3279,5.5369,0.0000,14.2496,5.5369,2.0155,0.008991
s3d_cuszp_1e3,cuszp,read,644.9807,0.0000,569.5924,0.0000,14.4165,0.0000,0.0000,569.5924,0.0000,60.9717,0.094533
s3d_cuszp_1e3,cuszp,write,246.7802,0.0000,105.6288,0.0496,139.0860,91.5690,0.0000,14.0598,91.5690,2.0158,0.008168
s3d_cuszp_1e3,cuszp,read,633.5896,0.0000,558.1311,0.0000,14.6098,0.0000,0.0000,558.1311,0.0000,60.8487,0.096038
s3d_cuszp_1e3,cuszp,write,153.2170,0.0000,23.5231,0.0162,127.7224,8.7182,0.0000,14.8049,8.7182,1.9554,0.012762
s3d_cuszp_1e3,cuszp,read,657.1985,0.0000,558.9683,0.0000,36.2124,0.0000,0.0000,558.9683,0.0000,62.0178,0.094367
s3d_cuszp_1e3,cuszp,write,213.3817,0.0000,102.2611,0.0355,109.1954,88.2978,0.0000,13.9633,88.2978,1.8896,0.008856
s3d_cuszp_1e3,cuszp,read,643.7524,0.0000,565.8530,0.0000,14.7167,0.0000,0.0000,565.8530,0.0000,63.1826,0.098147
s3d_cuszp_1e3,cuszp,write,258.2410,0.0000,20.7447,0.0162,235.5312,6.2050,0.0000,14.5397,6.2050,1.9489,0.007547
s3d_cuszp_1e3,cuszp,read,632.1557,0.0000,556.1149,0.0000,14.5680,0.0000,0.0000,556.1149,0.0000,61.4728,0.097243
s3d_cuszp_1e3,cuszp,write,284.9645,0.0000,106.0907,0.0492,176.9202,92.1483,0.0000,13.9425,92.1483,1.9043,0.006683
