dataset,compressor,path,op,phase,ms,ratio,rmse
miranda,zfp_gpu_r4,vol,write,total,42.1297,127.9991,
miranda,zfp_gpu_r4,vol,write,flush,0.5408,,
miranda,zfp_gpu_r4,vol,write,sync,97.8170,,
miranda,zfp_gpu_r4,vol,write,close,0.2345,,
miranda,zfp_gpu_r4,vol,write,csync,46.5855,,
miranda,zfp_gpu_r4,vol,read,evict,1.1997,,
miranda,zfp_gpu_r4,vol,read,total,73.9594,,2.126550e+00
miranda,zfp_gpu_r8,vol,write,total,118.4717,63.9998,
miranda,zfp_gpu_r8,vol,write,flush,0.2768,,
miranda,zfp_gpu_r8,vol,write,sync,103.5613,,
miranda,zfp_gpu_r8,vol,write,close,0.1306,,
miranda,zfp_gpu_r8,vol,write,csync,60.0515,,
miranda,zfp_gpu_r8,vol,read,evict,1.3968,,
miranda,zfp_gpu_r8,vol,read,total,81.6367,,2.126550e+00
miranda,zfp_gpu_r12,vol,write,total,42.7428,42.6666,
miranda,zfp_gpu_r12,vol,write,flush,0.2911,,
miranda,zfp_gpu_r12,vol,write,sync,120.1338,,
miranda,zfp_gpu_r12,vol,write,close,0.1288,,
miranda,zfp_gpu_r12,vol,write,csync,59.0643,,
miranda,zfp_gpu_r12,vol,read,evict,1.8620,,
miranda,zfp_gpu_r12,vol,read,total,74.0105,,2.126550e+00
miranda,zfp_gpu_r16,vol,write,total,45.2209,31.9999,
miranda,zfp_gpu_r16,vol,write,flush,0.2988,,
miranda,zfp_gpu_r16,vol,write,sync,154.1392,,
miranda,zfp_gpu_r16,vol,write,close,0.1606,,
miranda,zfp_gpu_r16,vol,write,csync,91.4332,,
miranda,zfp_gpu_r16,vol,read,evict,1.1853,,
miranda,zfp_gpu_r16,vol,read,total,74.7230,,2.126550e+00
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_miranda.h5,ALL,vol,write,file,986.0927,51.1999,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_miranda.h5,ALL,vol,read,file,305.4758,,
