dataset,compressor,path,op,phase,ms,ratio,rmse
nyx_baryon,zfp_gpu_r4,vol,write,total,23.2652,63.9999,
nyx_baryon,zfp_gpu_r4,vol,write,flush,0.3313,,
nyx_baryon,zfp_gpu_r4,vol,write,sync,92.8311,,
nyx_baryon,zfp_gpu_r4,vol,write,close,1.8898,,
nyx_baryon,zfp_gpu_r4,vol,write,csync,80.2272,,
nyx_baryon,zfp_gpu_r4,vol,read,evict,3.8582,,
nyx_baryon,zfp_gpu_r4,vol,read,total,129.0382,,inf
nyx_baryon,zfp_gpu_r8,vol,write,total,148.5699,32.0000,
nyx_baryon,zfp_gpu_r8,vol,write,flush,0.2946,,
nyx_baryon,zfp_gpu_r8,vol,write,sync,164.7419,,
nyx_baryon,zfp_gpu_r8,vol,write,close,0.1327,,
nyx_baryon,zfp_gpu_r8,vol,write,csync,53.5090,,
nyx_baryon,zfp_gpu_r8,vol,read,evict,4.0394,,
nyx_baryon,zfp_gpu_r8,vol,read,total,138.0715,,inf
nyx_baryon,zfp_gpu_r12,vol,write,total,142.7379,21.3333,
nyx_baryon,zfp_gpu_r12,vol,write,flush,0.2199,,
nyx_baryon,zfp_gpu_r12,vol,write,sync,126.2522,,
nyx_baryon,zfp_gpu_r12,vol,write,close,0.1462,,
nyx_baryon,zfp_gpu_r12,vol,write,csync,86.6766,,
nyx_baryon,zfp_gpu_r12,vol,read,evict,1.6885,,
nyx_baryon,zfp_gpu_r12,vol,read,total,144.7887,,inf
nyx_baryon,zfp_gpu_r16,vol,write,total,439.8328,16.0000,
nyx_baryon,zfp_gpu_r16,vol,write,flush,0.2143,,
nyx_baryon,zfp_gpu_r16,vol,write,sync,104.0120,,
nyx_baryon,zfp_gpu_r16,vol,write,close,4.0192,,
nyx_baryon,zfp_gpu_r16,vol,write,csync,30.0954,,
nyx_baryon,zfp_gpu_r16,vol,read,evict,5.1699,,
nyx_baryon,zfp_gpu_r16,vol,read,total,155.3787,,6.201415e-01
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_nyx_baryon.h5,ALL,vol,write,file,1502.5409,25.6000,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_nyx_baryon.h5,ALL,vol,read,file,568.3914,,
