dataset,compressor,path,op,phase,ms,ratio,rmse
miranda,zfp_gpu_r4,vol,write,total,53.7661,127.9991,
miranda,zfp_gpu_r4,vol,write,flush,0.3361,,
miranda,zfp_gpu_r4,vol,write,sync,90.4922,,
miranda,zfp_gpu_r4,vol,write,close,0.1956,,
miranda,zfp_gpu_r4,vol,write,csync,42.7816,,
miranda,zfp_gpu_r4,vol,read,evict,2.9423,,
miranda,zfp_gpu_r4,vol,read,total,70.4762,,2.126550e+00
miranda,zfp_gpu_r8,vol,write,total,40.4063,63.9998,
miranda,zfp_gpu_r8,vol,write,flush,0.2805,,
miranda,zfp_gpu_r8,vol,write,sync,120.7818,,
miranda,zfp_gpu_r8,vol,write,close,0.1301,,
miranda,zfp_gpu_r8,vol,write,csync,58.1104,,
miranda,zfp_gpu_r8,vol,read,evict,1.2796,,
miranda,zfp_gpu_r8,vol,read,total,76.2975,,2.126550e+00
miranda,zfp_gpu_r12,vol,write,total,39.2602,42.6666,
miranda,zfp_gpu_r12,vol,write,flush,0.2721,,
miranda,zfp_gpu_r12,vol,write,sync,147.7134,,
miranda,zfp_gpu_r12,vol,write,close,0.4409,,
miranda,zfp_gpu_r12,vol,write,csync,85.5717,,
miranda,zfp_gpu_r12,vol,read,evict,0.1962,,
miranda,zfp_gpu_r12,vol,read,total,69.6095,,2.126550e+00
miranda,zfp_gpu_r16,vol,write,total,42.0188,31.9999,
miranda,zfp_gpu_r16,vol,write,flush,0.2931,,
miranda,zfp_gpu_r16,vol,write,sync,114.2993,,
miranda,zfp_gpu_r16,vol,write,close,0.1709,,
miranda,zfp_gpu_r16,vol,write,csync,96.5119,,
miranda,zfp_gpu_r16,vol,read,evict,1.6716,,
miranda,zfp_gpu_r16,vol,read,total,72.8384,,2.126550e+00
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_miranda.h5,ALL,vol,write,file,938.5508,51.1999,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_miranda.h5,ALL,vol,read,file,290.3594,,
