dataset,compressor,path,op,phase,ms,ratio,rmse
ocean_temp,zfp_gpu_r4,vol,write,total,24.7563,60.4440,
ocean_temp,zfp_gpu_r4,vol,write,flush,0.3210,,
ocean_temp,zfp_gpu_r4,vol,write,sync,126.4304,,
ocean_temp,zfp_gpu_r4,vol,write,close,0.1647,,
ocean_temp,zfp_gpu_r4,vol,write,csync,137.4171,,
ocean_temp,zfp_gpu_r4,vol,read,evict,1.5365,,
ocean_temp,zfp_gpu_r4,vol,read,total,35.9498,,inf
ocean_temp,zfp_gpu_r8,vol,write,total,22.5204,30.2221,
ocean_temp,zfp_gpu_r8,vol,write,flush,0.2833,,
ocean_temp,zfp_gpu_r8,vol,write,sync,97.6683,,
ocean_temp,zfp_gpu_r8,vol,write,close,0.1659,,
ocean_temp,zfp_gpu_r8,vol,write,csync,53.6228,,
ocean_temp,zfp_gpu_r8,vol,read,evict,1.5933,,
ocean_temp,zfp_gpu_r8,vol,read,total,34.9110,,inf
ocean_temp,zfp_gpu_r12,vol,write,total,57.3938,20.1481,
ocean_temp,zfp_gpu_r12,vol,write,flush,0.2892,,
ocean_temp,zfp_gpu_r12,vol,write,sync,114.2207,,
ocean_temp,zfp_gpu_r12,vol,write,close,0.1348,,
ocean_temp,zfp_gpu_r12,vol,write,csync,88.6023,,
ocean_temp,zfp_gpu_r12,vol,read,evict,3.7922,,
ocean_temp,zfp_gpu_r12,vol,read,total,38.2559,,inf
ocean_temp,zfp_gpu_r16,vol,write,total,29.8987,15.1111,
ocean_temp,zfp_gpu_r16,vol,write,flush,0.2875,,
ocean_temp,zfp_gpu_r16,vol,write,sync,133.1537,,
ocean_temp,zfp_gpu_r16,vol,write,close,0.1781,,
ocean_temp,zfp_gpu_r16,vol,write,csync,98.6981,,
ocean_temp,zfp_gpu_r16,vol,read,evict,1.0909,,
ocean_temp,zfp_gpu_r16,vol,read,total,44.4064,,inf
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_ocean_temp.h5,ALL,vol,write,file,988.5693,24.1777,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_ocean_temp.h5,ALL,vol,read,file,154.7708,,
