dataset,compressor,path,op,phase,ms,ratio,rmse
ocean_temp,zfp_gpu_r4,vol,write,total,13.4819,60.4440,
ocean_temp,zfp_gpu_r4,vol,write,flush,0.3214,,
ocean_temp,zfp_gpu_r4,vol,write,sync,118.6902,,
ocean_temp,zfp_gpu_r4,vol,write,close,0.1665,,
ocean_temp,zfp_gpu_r4,vol,write,csync,79.9341,,
ocean_temp,zfp_gpu_r4,vol,read,evict,1.0856,,
ocean_temp,zfp_gpu_r4,vol,read,total,36.1855,,inf
ocean_temp,zfp_gpu_r8,vol,write,total,9.0690,30.2221,
ocean_temp,zfp_gpu_r8,vol,write,flush,0.2749,,
ocean_temp,zfp_gpu_r8,vol,write,sync,119.2904,,
ocean_temp,zfp_gpu_r8,vol,write,close,0.1251,,
ocean_temp,zfp_gpu_r8,vol,write,csync,56.7683,,
ocean_temp,zfp_gpu_r8,vol,read,evict,4.5421,,
ocean_temp,zfp_gpu_r8,vol,read,total,35.3540,,inf
ocean_temp,zfp_gpu_r12,vol,write,total,9.9665,20.1481,
ocean_temp,zfp_gpu_r12,vol,write,flush,0.2817,,
ocean_temp,zfp_gpu_r12,vol,write,sync,124.9719,,
ocean_temp,zfp_gpu_r12,vol,write,close,0.1817,,
ocean_temp,zfp_gpu_r12,vol,write,csync,63.2069,,
ocean_temp,zfp_gpu_r12,vol,read,evict,1.6691,,
ocean_temp,zfp_gpu_r12,vol,read,total,39.7580,,inf
ocean_temp,zfp_gpu_r16,vol,write,total,13.0631,15.1111,
ocean_temp,zfp_gpu_r16,vol,write,flush,0.2849,,
ocean_temp,zfp_gpu_r16,vol,write,sync,138.3129,,
ocean_temp,zfp_gpu_r16,vol,write,close,0.1363,,
ocean_temp,zfp_gpu_r16,vol,write,csync,79.7576,,
ocean_temp,zfp_gpu_r16,vol,read,evict,1.6480,,
ocean_temp,zfp_gpu_r16,vol,read,total,42.1162,,inf
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_ocean_temp.h5,ALL,vol,write,file,830.9221,24.1777,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_ocean_temp.h5,ALL,vol,read,file,154.5851,,
