dataset,compressor,path,op,phase,ms,ratio,rmse
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_qmc.h5,ALL,vol,write,file,0.0000,,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_qmc.h5,ALL,vol,read,file,0.0000,,
