dataset,compressor,path,op,phase,ms,ratio,rmse
ocean_temp,zfp_gpu_r4,vol,write,total,27.2892,60.4440,
ocean_temp,zfp_gpu_r4,vol,write,flush,0.3344,,
ocean_temp,zfp_gpu_r4,vol,write,sync,151.4021,,
ocean_temp,zfp_gpu_r4,vol,write,close,0.1651,,
ocean_temp,zfp_gpu_r4,vol,write,csync,40.1898,,
ocean_temp,zfp_gpu_r4,vol,read,evict,2.2664,,
ocean_temp,zfp_gpu_r4,vol,read,total,35.9314,,inf
ocean_temp,zfp_gpu_r8,vol,write,total,22.0831,30.2221,
ocean_temp,zfp_gpu_r8,vol,write,flush,0.2786,,
ocean_temp,zfp_gpu_r8,vol,write,sync,95.1613,,
ocean_temp,zfp_gpu_r8,vol,write,close,0.1280,,
ocean_temp,zfp_gpu_r8,vol,write,csync,53.6314,,
ocean_temp,zfp_gpu_r8,vol,read,evict,1.0480,,
ocean_temp,zfp_gpu_r8,vol,read,total,35.1385,,inf
ocean_temp,zfp_gpu_r12,vol,write,total,49.6441,20.1481,
ocean_temp,zfp_gpu_r12,vol,write,flush,0.2928,,
ocean_temp,zfp_gpu_r12,vol,write,sync,126.5686,,
ocean_temp,zfp_gpu_r12,vol,write,close,0.1338,,
ocean_temp,zfp_gpu_r12,vol,write,csync,54.0099,,
ocean_temp,zfp_gpu_r12,vol,read,evict,1.0941,,
ocean_temp,zfp_gpu_r12,vol,read,total,39.5672,,inf
ocean_temp,zfp_gpu_r16,vol,write,total,24.4998,15.1111,
ocean_temp,zfp_gpu_r16,vol,write,flush,0.3008,,
ocean_temp,zfp_gpu_r16,vol,write,sync,143.8970,,
ocean_temp,zfp_gpu_r16,vol,write,close,0.1998,,
ocean_temp,zfp_gpu_r16,vol,write,csync,116.7916,,
ocean_temp,zfp_gpu_r16,vol,read,evict,1.0917,,
ocean_temp,zfp_gpu_r16,vol,read,total,41.5912,,inf
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_ocean_temp.h5,ALL,vol,write,file,909.3900,24.1777,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_ocean_temp.h5,ALL,vol,read,file,153.3493,,
