dataset,compressor,path,op,phase,ms,ratio,rmse
nyx_baryon,zfp_gpu_r4,vol,write,total,70.3200,63.9999,
nyx_baryon,zfp_gpu_r4,vol,write,flush,0.3429,,
nyx_baryon,zfp_gpu_r4,vol,write,sync,110.8690,,
nyx_baryon,zfp_gpu_r4,vol,write,close,0.2017,,
nyx_baryon,zfp_gpu_r4,vol,write,csync,86.4079,,
nyx_baryon,zfp_gpu_r4,vol,read,evict,1.2422,,
nyx_baryon,zfp_gpu_r4,vol,read,total,131.6751,,inf
nyx_baryon,zfp_gpu_r8,vol,write,total,158.8858,32.0000,
nyx_baryon,zfp_gpu_r8,vol,write,flush,0.2101,,
nyx_baryon,zfp_gpu_r8,vol,write,sync,154.1380,,
nyx_baryon,zfp_gpu_r8,vol,write,close,0.1443,,
nyx_baryon,zfp_gpu_r8,vol,write,csync,35.4667,,
nyx_baryon,zfp_gpu_r8,vol,read,evict,7.1531,,
nyx_baryon,zfp_gpu_r8,vol,read,total,139.5877,,inf
nyx_baryon,zfp_gpu_r12,vol,write,total,308.7386,21.3333,
nyx_baryon,zfp_gpu_r12,vol,write,flush,0.2211,,
nyx_baryon,zfp_gpu_r12,vol,write,sync,126.9133,,
nyx_baryon,zfp_gpu_r12,vol,write,close,0.1185,,
nyx_baryon,zfp_gpu_r12,vol,write,csync,155.4728,,
nyx_baryon,zfp_gpu_r12,vol,read,evict,5.9755,,
nyx_baryon,zfp_gpu_r12,vol,read,total,140.3251,,inf
nyx_baryon,zfp_gpu_r16,vol,write,total,182.0811,16.0000,
nyx_baryon,zfp_gpu_r16,vol,write,flush,0.2708,,
nyx_baryon,zfp_gpu_r16,vol,write,sync,122.8537,,
nyx_baryon,zfp_gpu_r16,vol,write,close,0.1193,,
nyx_baryon,zfp_gpu_r16,vol,write,csync,40.1308,,
nyx_baryon,zfp_gpu_r16,vol,read,evict,4.2271,,
nyx_baryon,zfp_gpu_r16,vol,read,total,168.2376,,6.201415e-01
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_nyx_baryon.h5,ALL,vol,write,file,1556.3672,25.6000,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_nyx_baryon.h5,ALL,vol,read,file,581.0484,,
