dataset,compressor,path,op,phase,ms,ratio,rmse
scale-T,zfp_gpu_r4,vol,write,total,75.6089,62.7199,
scale-T,zfp_gpu_r4,vol,write,flush,0.3483,,
scale-T,zfp_gpu_r4,vol,write,sync,94.7441,,
scale-T,zfp_gpu_r4,vol,write,close,0.2133,,
scale-T,zfp_gpu_r4,vol,write,csync,105.1967,,
scale-T,zfp_gpu_r4,vol,read,evict,1.2009,,
scale-T,zfp_gpu_r4,vol,read,total,138.6523,,5.131883e+00
scale-T,zfp_gpu_r8,vol,write,total,180.7379,31.3600,
scale-T,zfp_gpu_r8,vol,write,flush,0.2063,,
scale-T,zfp_gpu_r8,vol,write,sync,138.9410,,
scale-T,zfp_gpu_r8,vol,write,close,0.1387,,
scale-T,zfp_gpu_r8,vol,write,csync,53.9992,,
scale-T,zfp_gpu_r8,vol,read,evict,4.0084,,
scale-T,zfp_gpu_r8,vol,read,total,144.4723,,5.131883e+00
scale-T,zfp_gpu_r12,vol,write,total,296.1847,20.9067,
scale-T,zfp_gpu_r12,vol,write,flush,0.2199,,
scale-T,zfp_gpu_r12,vol,write,sync,117.5381,,
scale-T,zfp_gpu_r12,vol,write,close,0.1140,,
scale-T,zfp_gpu_r12,vol,write,csync,139.9984,,
scale-T,zfp_gpu_r12,vol,read,evict,4.2246,,
scale-T,zfp_gpu_r12,vol,read,total,146.3349,,5.131883e+00
scale-T,zfp_gpu_r16,vol,write,total,238.6632,15.6800,
scale-T,zfp_gpu_r16,vol,write,flush,0.2339,,
scale-T,zfp_gpu_r16,vol,write,sync,125.8926,,
scale-T,zfp_gpu_r16,vol,write,close,0.1455,,
scale-T,zfp_gpu_r16,vol,write,csync,67.4132,,
scale-T,zfp_gpu_r16,vol,read,evict,1.1894,,
scale-T,zfp_gpu_r16,vol,read,total,453.3622,,5.521381e+00
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_scale-T.h5,ALL,vol,write,file,1639.3117,25.0880,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_scale-T.h5,ALL,vol,read,file,883.9350,,
