dataset,compressor,path,op,phase,ms,ratio,rmse
ocean_temp,zfp_gpu_r4,vol,write,total,13.4597,60.4440,
ocean_temp,zfp_gpu_r4,vol,write,flush,0.3148,,
ocean_temp,zfp_gpu_r4,vol,write,sync,127.2383,,
ocean_temp,zfp_gpu_r4,vol,write,close,0.1582,,
ocean_temp,zfp_gpu_r4,vol,write,csync,65.2753,,
ocean_temp,zfp_gpu_r4,vol,read,evict,1.1934,,
ocean_temp,zfp_gpu_r4,vol,read,total,38.1186,,inf
ocean_temp,zfp_gpu_r8,vol,write,total,9.1560,30.2221,
ocean_temp,zfp_gpu_r8,vol,write,flush,0.2712,,
ocean_temp,zfp_gpu_r8,vol,write,sync,117.2935,,
ocean_temp,zfp_gpu_r8,vol,write,close,0.1337,,
ocean_temp,zfp_gpu_r8,vol,write,csync,73.8910,,
ocean_temp,zfp_gpu_r8,vol,read,evict,1.2379,,
ocean_temp,zfp_gpu_r8,vol,read,total,40.8977,,inf
ocean_temp,zfp_gpu_r12,vol,write,total,10.1571,20.1481,
ocean_temp,zfp_gpu_r12,vol,write,flush,0.2817,,
ocean_temp,zfp_gpu_r12,vol,write,sync,151.5750,,
ocean_temp,zfp_gpu_r12,vol,write,close,0.1319,,
ocean_temp,zfp_gpu_r12,vol,write,csync,62.3440,,
ocean_temp,zfp_gpu_r12,vol,read,evict,1.2020,,
ocean_temp,zfp_gpu_r12,vol,read,total,42.0716,,inf
ocean_temp,zfp_gpu_r16,vol,write,total,12.9652,15.1111,
ocean_temp,zfp_gpu_r16,vol,write,flush,0.2793,,
ocean_temp,zfp_gpu_r16,vol,write,sync,97.2701,,
ocean_temp,zfp_gpu_r16,vol,write,close,0.1395,,
ocean_temp,zfp_gpu_r16,vol,write,csync,82.2032,,
ocean_temp,zfp_gpu_r16,vol,read,evict,1.1264,,
ocean_temp,zfp_gpu_r16,vol,read,total,38.0880,,inf
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_ocean_temp.h5,ALL,vol,write,file,827.2260,24.1777,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_ocean_temp.h5,ALL,vol,read,file,160.2886,,
