dataset,compressor,path,op,phase,ms,ratio,rmse
s3d,zfp_gpu_r4,vol,write,total,113.4975,127.9997,
s3d,zfp_gpu_r4,vol,write,flush,0.3598,,
s3d,zfp_gpu_r4,vol,write,sync,118.2684,,
s3d,zfp_gpu_r4,vol,write,close,0.1931,,
s3d,zfp_gpu_r4,vol,write,csync,87.8603,,
s3d,zfp_gpu_r4,vol,read,evict,1.6605,,
s3d,zfp_gpu_r4,vol,read,total,212.6940,,2.230670e-02
s3d,zfp_gpu_r8,vol,write,total,366.0409,63.9999,
s3d,zfp_gpu_r8,vol,write,flush,0.2902,,
s3d,zfp_gpu_r8,vol,write,sync,94.8674,,
s3d,zfp_gpu_r8,vol,write,close,0.1635,,
s3d,zfp_gpu_r8,vol,write,csync,121.4534,,
s3d,zfp_gpu_r8,vol,read,evict,2.4561,,
s3d,zfp_gpu_r8,vol,read,total,290.0932,,2.230670e-02
s3d,zfp_gpu_r12,vol,write,total,240.4761,42.6666,
s3d,zfp_gpu_r12,vol,write,flush,0.2200,,
s3d,zfp_gpu_r12,vol,write,sync,118.6598,,
s3d,zfp_gpu_r12,vol,write,close,0.1236,,
s3d,zfp_gpu_r12,vol,write,csync,55.9209,,
s3d,zfp_gpu_r12,vol,read,evict,4.0514,,
s3d,zfp_gpu_r12,vol,read,total,228.5417,,2.230670e-02
s3d,zfp_gpu_r16,vol,write,total,282.8351,32.0000,
s3d,zfp_gpu_r16,vol,write,flush,0.2446,,
s3d,zfp_gpu_r16,vol,write,sync,156.3044,,
s3d,zfp_gpu_r16,vol,write,close,0.1547,,
s3d,zfp_gpu_r16,vol,write,csync,112.0618,,
s3d,zfp_gpu_r16,vol,read,evict,1.2089,,
s3d,zfp_gpu_r16,vol,read,total,240.2495,,2.230670e-02
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_s3d.h5,ALL,vol,write,file,1872.7070,51.2000,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_host_s3d.h5,ALL,vol,read,file,973.0253,,
