dataset,compressor,path,op,phase,ms,ratio,rmse
miranda,zfp_gpu_r4,vol,write,total,14.5951,127.9991,
miranda,zfp_gpu_r4,vol,write,flush,0.3373,,
miranda,zfp_gpu_r4,vol,write,sync,148.5881,,
miranda,zfp_gpu_r4,vol,write,close,0.1797,,
miranda,zfp_gpu_r4,vol,write,csync,50.2595,,
miranda,zfp_gpu_r4,vol,read,evict,1.0539,,
miranda,zfp_gpu_r4,vol,read,total,67.4263,,2.126550e+00
miranda,zfp_gpu_r8,vol,write,total,12.1451,63.9998,
miranda,zfp_gpu_r8,vol,write,flush,0.2709,,
miranda,zfp_gpu_r8,vol,write,sync,121.5562,,
miranda,zfp_gpu_r8,vol,write,close,0.1356,,
miranda,zfp_gpu_r8,vol,write,csync,111.7479,,
miranda,zfp_gpu_r8,vol,read,evict,1.0411,,
miranda,zfp_gpu_r8,vol,read,total,71.0793,,2.126550e+00
miranda,zfp_gpu_r12,vol,write,total,11.5089,42.6666,
miranda,zfp_gpu_r12,vol,write,flush,0.2772,,
miranda,zfp_gpu_r12,vol,write,sync,104.4095,,
miranda,zfp_gpu_r12,vol,write,close,0.1319,,
miranda,zfp_gpu_r12,vol,write,csync,80.6311,,
miranda,zfp_gpu_r12,vol,read,evict,1.0362,,
miranda,zfp_gpu_r12,vol,read,total,69.3898,,2.126550e+00
miranda,zfp_gpu_r16,vol,write,total,12.4936,31.9999,
miranda,zfp_gpu_r16,vol,write,flush,0.3034,,
miranda,zfp_gpu_r16,vol,write,sync,202.1135,,
miranda,zfp_gpu_r16,vol,write,close,0.1742,,
miranda,zfp_gpu_r16,vol,write,csync,108.3974,,
miranda,zfp_gpu_r16,vol,read,evict,1.0431,,
miranda,zfp_gpu_r16,vol,read,total,72.7709,,2.126550e+00
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_miranda.h5,ALL,vol,write,file,983.0279,51.1999,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_miranda.h5,ALL,vol,read,file,281.7886,,
