dataset,compressor,path,op,phase,ms,ratio,rmse
scale-T,zfp_gpu_r4,vol,write,total,24.6164,62.7199,
scale-T,zfp_gpu_r4,vol,write,flush,0.3544,,
scale-T,zfp_gpu_r4,vol,write,sync,169.8470,,
scale-T,zfp_gpu_r4,vol,write,close,0.2217,,
scale-T,zfp_gpu_r4,vol,write,csync,86.4196,,
scale-T,zfp_gpu_r4,vol,read,evict,1.0684,,
scale-T,zfp_gpu_r4,vol,read,total,132.6906,,5.131883e+00
scale-T,zfp_gpu_r8,vol,write,total,153.0222,31.3600,
scale-T,zfp_gpu_r8,vol,write,flush,0.2063,,
scale-T,zfp_gpu_r8,vol,write,sync,122.0056,,
scale-T,zfp_gpu_r8,vol,write,close,0.1331,,
scale-T,zfp_gpu_r8,vol,write,csync,54.1357,,
scale-T,zfp_gpu_r8,vol,read,evict,5.0991,,
scale-T,zfp_gpu_r8,vol,read,total,140.8045,,5.131883e+00
scale-T,zfp_gpu_r12,vol,write,total,279.9975,20.9067,
scale-T,zfp_gpu_r12,vol,write,flush,0.2279,,
scale-T,zfp_gpu_r12,vol,write,sync,133.7597,,
scale-T,zfp_gpu_r12,vol,write,close,0.1149,,
scale-T,zfp_gpu_r12,vol,write,csync,107.3905,,
scale-T,zfp_gpu_r12,vol,read,evict,1.1009,,
scale-T,zfp_gpu_r12,vol,read,total,151.4363,,5.131883e+00
scale-T,zfp_gpu_r16,vol,write,total,180.6385,15.6800,
scale-T,zfp_gpu_r16,vol,write,flush,0.2374,,
scale-T,zfp_gpu_r16,vol,write,sync,121.7061,,
scale-T,zfp_gpu_r16,vol,write,close,0.1480,,
scale-T,zfp_gpu_r16,vol,write,csync,52.0690,,
scale-T,zfp_gpu_r16,vol,read,evict,1.1515,,
scale-T,zfp_gpu_r16,vol,read,total,553.4678,,5.521381e+00
