dataset,compressor,path,op,phase,ms,ratio,rmse
nyx_baryon,zfp_gpu_r4,vol,write,total,22.9972,63.9999,
nyx_baryon,zfp_gpu_r4,vol,write,flush,0.3276,,
nyx_baryon,zfp_gpu_r4,vol,write,sync,110.2773,,
nyx_baryon,zfp_gpu_r4,vol,write,close,0.2129,,
nyx_baryon,zfp_gpu_r4,vol,write,csync,80.5641,,
nyx_baryon,zfp_gpu_r4,vol,read,evict,1.1069,,
nyx_baryon,zfp_gpu_r4,vol,read,total,126.9767,,inf
nyx_baryon,zfp_gpu_r8,vol,write,total,142.6188,32.0000,
nyx_baryon,zfp_gpu_r8,vol,write,flush,0.2137,,
nyx_baryon,zfp_gpu_r8,vol,write,sync,139.2739,,
nyx_baryon,zfp_gpu_r8,vol,write,close,0.1359,,
nyx_baryon,zfp_gpu_r8,vol,write,csync,37.4263,,
nyx_baryon,zfp_gpu_r8,vol,read,evict,1.5794,,
nyx_baryon,zfp_gpu_r8,vol,read,total,193.9916,,inf
nyx_baryon,zfp_gpu_r12,vol,write,total,159.7251,21.3333,
nyx_baryon,zfp_gpu_r12,vol,write,flush,0.2206,,
nyx_baryon,zfp_gpu_r12,vol,write,sync,134.5519,,
nyx_baryon,zfp_gpu_r12,vol,write,close,0.1171,,
nyx_baryon,zfp_gpu_r12,vol,write,csync,90.6145,,
nyx_baryon,zfp_gpu_r12,vol,read,evict,2.0424,,
nyx_baryon,zfp_gpu_r12,vol,read,total,139.5947,,inf
nyx_baryon,zfp_gpu_r16,vol,write,total,121.8661,16.0000,
nyx_baryon,zfp_gpu_r16,vol,write,flush,0.2341,,
nyx_baryon,zfp_gpu_r16,vol,write,sync,126.3547,,
nyx_baryon,zfp_gpu_r16,vol,write,close,0.1475,,
nyx_baryon,zfp_gpu_r16,vol,write,csync,54.5080,,
nyx_baryon,zfp_gpu_r16,vol,read,evict,1.2747,,
nyx_baryon,zfp_gpu_r16,vol,read,total,149.8958,,6.201415e-01
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_nyx_baryon.h5,ALL,vol,write,file,1225.0299,25.6000,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_device_nyx_baryon.h5,ALL,vol,read,file,611.6151,,
