dataset,compressor,path,op,phase,ms,ratio,rmse
s3d,zfp_gpu_r4,vol,write,total,112.4270,127.9997,
s3d,zfp_gpu_r4,vol,write,flush,0.3520,,
s3d,zfp_gpu_r4,vol,write,sync,101.6025,,
s3d,zfp_gpu_r4,vol,write,close,0.1925,,
s3d,zfp_gpu_r4,vol,write,csync,65.4853,,
s3d,zfp_gpu_r4,vol,read,evict,1.1603,,
s3d,zfp_gpu_r4,vol,read,total,214.6883,,2.230670e-02
s3d,zfp_gpu_r8,vol,write,total,109.6417,63.9999,
s3d,zfp_gpu_r8,vol,write,flush,0.2940,,
s3d,zfp_gpu_r8,vol,write,sync,98.0161,,
s3d,zfp_gpu_r8,vol,write,close,0.2438,,
s3d,zfp_gpu_r8,vol,write,csync,128.8795,,
s3d,zfp_gpu_r8,vol,read,evict,1.3280,,
s3d,zfp_gpu_r8,vol,read,total,285.0776,,2.230670e-02
s3d,zfp_gpu_r12,vol,write,total,467.6484,42.6666,
s3d,zfp_gpu_r12,vol,write,flush,0.2271,,
s3d,zfp_gpu_r12,vol,write,sync,145.3195,,
s3d,zfp_gpu_r12,vol,write,close,0.1186,,
s3d,zfp_gpu_r12,vol,write,csync,55.1758,,
s3d,zfp_gpu_r12,vol,read,evict,1.2121,,
s3d,zfp_gpu_r12,vol,read,total,235.0088,,2.230670e-02
s3d,zfp_gpu_r16,vol,write,total,246.3656,32.0000,
s3d,zfp_gpu_r16,vol,write,flush,0.2434,,
s3d,zfp_gpu_r16,vol,write,sync,113.6591,,
s3d,zfp_gpu_r16,vol,write,close,0.1189,,
s3d,zfp_gpu_r16,vol,write,csync,148.0327,,
s3d,zfp_gpu_r16,vol,read,evict,1.2888,,
s3d,zfp_gpu_r16,vol,read,total,307.4213,,2.230670e-02
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_s3d.h5,ALL,vol,write,file,1802.9797,51.2000,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_s3d.h5,ALL,vol,read,file,1043.3329,,
