dataset,compressor,path,op,phase,ms,ratio,rmse
ocean_temp,zfp_gpu_r4,vol,write,total,26.0833,60.4440,
ocean_temp,zfp_gpu_r4,vol,write,flush,0.3056,,
ocean_temp,zfp_gpu_r4,vol,write,sync,103.9221,,
ocean_temp,zfp_gpu_r4,vol,write,close,0.1519,,
ocean_temp,zfp_gpu_r4,vol,write,csync,57.8858,,
ocean_temp,zfp_gpu_r4,vol,read,evict,1.1864,,
ocean_temp,zfp_gpu_r4,vol,read,total,35.1532,,inf
ocean_temp,zfp_gpu_r8,vol,write,total,22.9277,30.2221,
ocean_temp,zfp_gpu_r8,vol,write,flush,0.2765,,
ocean_temp,zfp_gpu_r8,vol,write,sync,96.6709,,
ocean_temp,zfp_gpu_r8,vol,write,close,0.1391,,
ocean_temp,zfp_gpu_r8,vol,write,csync,92.7582,,
ocean_temp,zfp_gpu_r8,vol,read,evict,1.1861,,
ocean_temp,zfp_gpu_r8,vol,read,total,44.5725,,inf
ocean_temp,zfp_gpu_r12,vol,write,total,52.0004,20.1481,
ocean_temp,zfp_gpu_r12,vol,write,flush,0.2795,,
ocean_temp,zfp_gpu_r12,vol,write,sync,107.9740,,
ocean_temp,zfp_gpu_r12,vol,write,close,0.1370,,
ocean_temp,zfp_gpu_r12,vol,write,csync,77.4955,,
ocean_temp,zfp_gpu_r12,vol,read,evict,1.1852,,
ocean_temp,zfp_gpu_r12,vol,read,total,37.7137,,inf
ocean_temp,zfp_gpu_r16,vol,write,total,23.7604,15.1111,
ocean_temp,zfp_gpu_r16,vol,write,flush,0.2836,,
ocean_temp,zfp_gpu_r16,vol,write,sync,118.6838,,
ocean_temp,zfp_gpu_r16,vol,write,close,0.1352,,
ocean_temp,zfp_gpu_r16,vol,write,csync,82.0571,,
ocean_temp,zfp_gpu_r16,vol,read,evict,1.1706,,
ocean_temp,zfp_gpu_r16,vol,read,total,38.1394,,inf
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_ocean_temp.h5,ALL,vol,write,file,866.3203,24.1777,
/lcrc/project/SDR/kdougherty/vol_bench_h5/g2_none_ocean_temp.h5,ALL,vol,read,file,156.7073,,
