dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
nyx_baryon_zfp_gpu_r4,zfp,write,218.9631,0.0000,95.3516,0.0747,123.5284,59.2976,0.0000,35.1676,0.8865,59.2976,0.0084,0.000038
nyx_baryon_zfp_gpu_r4,zfp,read,159.0313,0.0000,120.2400,0.0000,38.7785,120.1539,0.0000,0.0000,0.0861,120.1539,0.0128,0.000081
nyx_baryon_zfp_gpu_r8,zfp,write,265.6944,0.0000,125.0499,0.0307,140.6117,54.9715,0.0000,70.0265,0.0519,54.9715,0.0021,0.000008
nyx_baryon_zfp_gpu_r8,zfp,read,172.5640,0.0000,120.8043,0.0000,51.7566,120.7284,0.0000,0.0000,0.0759,120.7284,0.0031,0.000018
nyx_baryon_zfp_gpu_r12,zfp,write,362.0211,0.0000,101.3505,0.0278,260.6408,55.1825,0.0000,46.1321,0.0359,55.1825,0.0020,0.000005
nyx_baryon_zfp_gpu_r12,zfp,read,262.3033,0.0000,196.5805,0.0000,65.7192,196.5010,0.0000,0.0000,0.0795,196.5010,0.0035,0.000013
nyx_baryon_zfp_gpu_r16,zfp,write,301.5229,0.0000,106.7104,0.0278,194.7829,55.0592,0.0000,51.6159,0.0353,55.0592,0.0019,0.000006
nyx_baryon_zfp_gpu_r16,zfp,read,214.0608,0.0000,133.4780,0.0000,80.5798,133.3979,0.0000,0.0000,0.0801,133.3979,0.0031,0.000014
