dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
miranda_zfp_gpu_r4,zfp,write,176.9268,0.0000,48.3613,0.0590,128.4979,37.6556,0.0000,9.8711,0.8346,37.6556,0.0085,0.000048
miranda_zfp_gpu_r4,zfp,read,81.5940,0.0000,70.6461,0.0000,10.9355,70.5702,0.0000,0.0000,0.0759,70.5702,0.0124,0.000152
miranda_zfp_gpu_r8,zfp,write,262.8214,0.0000,121.8578,0.0281,140.9335,102.1022,0.0000,19.7198,0.0358,102.1022,0.0019,0.000007
miranda_zfp_gpu_r8,zfp,read,83.7281,0.0000,68.2240,0.0000,15.5010,68.1531,0.0000,0.0000,0.0709,68.1531,0.0031,0.000037
miranda_zfp_gpu_r12,zfp,write,203.0204,0.0000,60.1712,0.0278,142.8192,47.1199,0.0000,13.0143,0.0371,47.1199,0.0021,0.000011
miranda_zfp_gpu_r12,zfp,read,87.0108,0.0000,67.8153,0.0000,19.1924,67.7393,0.0000,0.0000,0.0760,67.7393,0.0031,0.000036
miranda_zfp_gpu_r16,zfp,write,221.9307,0.0000,47.9890,0.0480,173.8918,30.5745,0.0000,17.3746,0.0399,30.5745,0.0019,0.000008
miranda_zfp_gpu_r16,zfp,read,105.7225,0.0000,69.8010,0.0000,35.9082,69.6713,0.0000,0.0000,0.1297,69.6713,0.0133,0.000126
