dataset,compressor,path,op,phase,ms,ratio,rmse
nyx_baryon,zfp_gpu_r4,vol,write,total,243.3587,8.0000,
nyx_baryon,zfp_gpu_r4,vol,write,flush,0.3172,,
nyx_baryon,zfp_gpu_r4,vol,write,sync,128.4104,,
nyx_baryon,zfp_gpu_r4,vol,write,close,0.1547,,
nyx_baryon,zfp_gpu_r4,vol,write,csync,50.4754,,
nyx_baryon,zfp_gpu_r4,vol,read,evict,3.7274,,
nyx_baryon,zfp_gpu_r4,vol,read,total,150.4930,,3.990804e-03
nyx_baryon,zfp_gpu_r8,vol,write,total,278.0710,4.0000,
nyx_baryon,zfp_gpu_r8,vol,write,flush,113.3335,,
nyx_baryon,zfp_gpu_r8,vol,write,sync,135.1870,,
nyx_baryon,zfp_gpu_r8,vol,write,close,0.1324,,
nyx_baryon,zfp_gpu_r8,vol,write,csync,43.9096,,
nyx_baryon,zfp_gpu_r8,vol,read,evict,1.1155,,
nyx_baryon,zfp_gpu_r8,vol,read,total,174.1574,,2.611385e-04
nyx_baryon,zfp_gpu_r12,vol,write,total,325.3592,2.6667,
nyx_baryon,zfp_gpu_r12,vol,write,flush,120.6202,,
nyx_baryon,zfp_gpu_r12,vol,write,sync,137.4225,,
nyx_baryon,zfp_gpu_r12,vol,write,close,0.1176,,
nyx_baryon,zfp_gpu_r12,vol,write,csync,48.7434,,
nyx_baryon,zfp_gpu_r12,vol,read,evict,1.2082,,
nyx_baryon,zfp_gpu_r12,vol,read,total,196.7171,,1.632452e-05
nyx_baryon,zfp_gpu_r16,vol,write,total,390.6578,2.0000,
nyx_baryon,zfp_gpu_r16,vol,write,flush,133.2821,,
nyx_baryon,zfp_gpu_r16,vol,write,sync,122.9714,,
nyx_baryon,zfp_gpu_r16,vol,write,close,0.1219,,
nyx_baryon,zfp_gpu_r16,vol,write,csync,39.3140,,
nyx_baryon,zfp_gpu_r16,vol,read,evict,0.1879,,
nyx_baryon,zfp_gpu_r16,vol,read,total,207.9982,,1.020320e-06
/lcrc/project/SDR/kdougherty/vol_bench_h5/devres_host_nyx_baryon.h5,ALL,vol,write,file,2314.5332,3.2000,
/lcrc/project/SDR/kdougherty/vol_bench_h5/devres_host_nyx_baryon.h5,ALL,vol,read,file,730.5548,,
