dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
nyx_baryon_zfp_gpu_r4,zfp,write,183.6442,0.0000,46.3300,0.0322,137.2738,5.8995,0.0000,39.5829,0.8475,5.8995,0.0082,0.000045
nyx_baryon_zfp_gpu_r4,zfp,read,154.8063,0.0000,117.6205,0.0000,37.1735,117.5396,0.0000,0.0000,0.0809,117.5396,0.0124,0.000080
nyx_baryon_zfp_gpu_r8,zfp,write,212.9740,0.0000,76.4861,0.0108,136.4750,1.8700,0.0000,74.5758,0.0403,1.8700,0.0021,0.000010
nyx_baryon_zfp_gpu_r8,zfp,read,169.4944,0.0000,118.4577,0.0000,51.0327,118.3807,0.0000,0.0000,0.0770,118.3807,0.0040,0.000023
nyx_baryon_zfp_gpu_r12,zfp,write,231.6940,0.0000,54.8790,0.0118,176.8010,1.9883,0.0000,52.8601,0.0306,1.9883,0.0022,0.000009
nyx_baryon_zfp_gpu_r12,zfp,read,252.3892,0.0000,187.9995,0.0000,64.3862,187.9150,0.0000,0.0000,0.0845,187.9150,0.0034,0.000014
nyx_baryon_zfp_gpu_r16,zfp,write,255.8993,0.0000,61.7434,0.0118,194.1417,3.1872,0.0000,58.5258,0.0305,3.1872,0.0024,0.000009
nyx_baryon_zfp_gpu_r16,zfp,read,208.7648,0.0000,129.7648,0.0000,78.9960,129.6869,0.0000,0.0000,0.0778,129.6869,0.0040,0.000019
