dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
miranda_zfp_gpu_r4,zfp,write,152.1565,0.0000,18.3687,0.0374,133.7417,5.7290,0.0000,11.8500,0.7898,5.7290,0.0087,0.000057
miranda_zfp_gpu_r4,zfp,read,76.0138,0.0000,65.2518,0.0000,10.7504,65.1776,0.0000,0.0000,0.0743,65.1776,0.0117,0.000153
miranda_zfp_gpu_r8,zfp,write,135.8522,0.0000,24.5347,0.0116,111.3033,1.8232,0.0000,22.6822,0.0293,1.8232,0.0026,0.000019
miranda_zfp_gpu_r8,zfp,read,81.8611,0.0000,67.0250,0.0000,14.8332,66.9507,0.0000,0.0000,0.0743,66.9507,0.0029,0.000036
miranda_zfp_gpu_r12,zfp,write,154.6727,0.0000,18.5855,0.0118,136.0733,1.9157,0.0000,16.6397,0.0301,1.9157,0.0021,0.000014
miranda_zfp_gpu_r12,zfp,read,85.8787,0.0000,67.2143,0.0000,18.6612,67.1401,0.0000,0.0000,0.0742,67.1401,0.0032,0.000037
miranda_zfp_gpu_r16,zfp,write,140.2154,0.0000,23.0393,0.0116,117.1623,4.8514,0.0000,18.1567,0.0313,4.8514,0.0021,0.000015
miranda_zfp_gpu_r16,zfp,read,104.5881,0.0000,82.2396,0.0000,22.3453,82.1638,0.0000,0.0000,0.0758,82.1638,0.0032,0.000031
