dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
s3d_zfp_gpu_r4,zfp,write,180.6287,0.0000,47.4916,0.0349,133.0936,7.2835,0.0000,35.9801,4.2280,7.2835,0.0085,0.000047
s3d_zfp_gpu_r4,zfp,read,481.0555,0.0000,446.7541,0.0000,34.2890,446.6731,0.0000,0.0000,0.0810,446.6731,0.0124,0.000026
s3d_zfp_gpu_r8,zfp,write,253.5868,0.0000,75.1013,0.0129,178.4700,4.3546,0.0000,70.7175,0.0293,4.3546,0.0026,0.000010
s3d_zfp_gpu_r8,zfp,read,258.3432,0.0000,211.0519,0.0000,47.2877,210.9801,0.0000,0.0000,0.0719,210.9801,0.0036,0.000014
s3d_zfp_gpu_r12,zfp,write,236.2280,0.0000,53.4241,0.0125,182.7889,2.1448,0.0000,51.2427,0.0365,2.1448,0.0026,0.000011
s3d_zfp_gpu_r12,zfp,read,308.2952,0.0000,219.0537,0.0000,89.2383,218.9627,0.0000,0.0000,0.0910,218.9627,0.0031,0.000010
s3d_zfp_gpu_r16,zfp,write,302.4156,0.0000,99.0349,0.0230,203.3556,2.0761,0.0000,96.9241,0.0346,2.0761,0.0022,0.000007
s3d_zfp_gpu_r16,zfp,read,392.4845,0.0000,315.9596,0.0000,76.5218,315.8808,0.0000,0.0000,0.0788,315.8808,0.0031,0.000008
