dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
ocean_temp_zfp_gpu_r4,zfp,write,130.9375,0.0000,29.3031,0.0423,101.5840,19.4602,0.0000,8.9718,0.8710,19.4602,0.0081,0.000062
ocean_temp_zfp_gpu_r4,zfp,read,50.9149,0.0000,40.0588,0.0000,10.8442,39.9826,0.0000,0.0000,0.0762,39.9826,0.0119,0.000234
ocean_temp_zfp_gpu_r8,zfp,write,144.7483,0.0000,23.7340,0.0274,120.9851,14.1570,0.0000,9.5423,0.0347,14.1570,0.0018,0.000012
ocean_temp_zfp_gpu_r8,zfp,read,47.2705,0.0000,33.8018,0.0000,13.4656,33.7249,0.0000,0.0000,0.0769,33.7249,0.0031,0.000066
ocean_temp_zfp_gpu_r12,zfp,write,168.2453,0.0000,28.2145,0.0297,139.9988,16.6207,0.0000,11.5605,0.0333,16.6207,0.0023,0.000014
ocean_temp_zfp_gpu_r12,zfp,read,49.6393,0.0000,32.7769,0.0000,16.8585,32.7016,0.0000,0.0000,0.0753,32.7016,0.0039,0.000078
ocean_temp_zfp_gpu_r16,zfp,write,200.6954,0.0000,27.7313,0.0289,172.9331,14.7646,0.0000,12.9294,0.0373,14.7646,0.0020,0.000010
ocean_temp_zfp_gpu_r16,zfp,read,65.5050,0.0000,45.1601,0.0000,20.3410,45.0861,0.0000,0.0000,0.0740,45.0861,0.0039,0.000059
