dataset,compressor,path,op,phase,ms,ratio,rmse
ocean_temp,zfp_gpu_r4,vol,write,total,142.8364,7.5555,
ocean_temp,zfp_gpu_r4,vol,write,flush,0.2604,,
ocean_temp,zfp_gpu_r4,vol,write,sync,145.6949,,
ocean_temp,zfp_gpu_r4,vol,write,close,0.1528,,
ocean_temp,zfp_gpu_r4,vol,write,csync,35.7024,,
ocean_temp,zfp_gpu_r4,vol,read,evict,4.9726,,
ocean_temp,zfp_gpu_r4,vol,read,total,43.8986,,4.110138e-03
ocean_temp,zfp_gpu_r8,vol,write,total,146.9751,3.7778,
ocean_temp,zfp_gpu_r8,vol,write,flush,0.2250,,
ocean_temp,zfp_gpu_r8,vol,write,sync,123.4355,,
ocean_temp,zfp_gpu_r8,vol,write,close,0.1248,,
ocean_temp,zfp_gpu_r8,vol,write,csync,35.5938,,
ocean_temp,zfp_gpu_r8,vol,read,evict,5.0903,,
ocean_temp,zfp_gpu_r8,vol,read,total,44.8741,,2.793029e-04
ocean_temp,zfp_gpu_r12,vol,write,total,158.7491,2.5185,
ocean_temp,zfp_gpu_r12,vol,write,flush,0.2335,,
ocean_temp,zfp_gpu_r12,vol,write,sync,146.9521,,
ocean_temp,zfp_gpu_r12,vol,write,close,0.1262,,
ocean_temp,zfp_gpu_r12,vol,write,csync,37.7464,,
ocean_temp,zfp_gpu_r12,vol,read,evict,2.0761,,
ocean_temp,zfp_gpu_r12,vol,read,total,50.0833,,1.751554e-05
ocean_temp,zfp_gpu_r16,vol,write,total,171.8268,1.8889,
ocean_temp,zfp_gpu_r16,vol,write,flush,0.2375,,
ocean_temp,zfp_gpu_r16,vol,write,sync,135.2110,,
ocean_temp,zfp_gpu_r16,vol,write,close,0.1231,,
ocean_temp,zfp_gpu_r16,vol,write,csync,48.4144,,
ocean_temp,zfp_gpu_r16,vol,read,evict,4.2391,,
ocean_temp,zfp_gpu_r16,vol,read,total,56.4339,,1.113540e-06
/lcrc/project/SDR/kdougherty/vol_bench_h5/devres_host_ocean_temp.h5,ALL,vol,write,file,1333.0224,3.0222,
/lcrc/project/SDR/kdougherty/vol_bench_h5/devres_host_ocean_temp.h5,ALL,vol,read,file,196.3762,,
