dataset,compressor,codec_kind,chunk_n,rep,logical_bytes,stored_bytes,ratio,create_ms,write_ms,flush_ms,sync_ms,close_ms,csync_ms,evict_ms,open_ms,read_ms,rmse,abs_thresh,maxae,bound_ok
nyx_baryon,zfp_gpu_r4,gpu,1,0,536870912,67108880,8.0000,0.9190,184.0527,0.3162,105.6507,0.1662,37.2866,1.6297,0.2717,154.9232,3.990804e-03,0.000000e+00,3.861322e-01,-1
nyx_baryon,zfp_gpu_r8,gpu,1,0,536870912,134217744,4.0000,0.4595,213.0284,143.2870,144.3808,0.1454,41.8468,1.6993,0.2668,169.6154,2.611385e-04,0.000000e+00,2.497339e-02,-1
nyx_baryon,zfp_gpu_r12,gpu,1,0,536870912,201326608,2.6667,0.5173,231.7514,171.7176,119.3113,0.1132,35.8776,1.0975,0.2731,252.5129,1.632452e-05,0.000000e+00,1.527905e-03,-1
nyx_baryon,zfp_gpu_r16,gpu,1,0,536870912,268435472,2.0000,0.5438,255.9580,114.1282,133.4350,0.1137,56.8687,3.8634,0.2709,208.8848,1.020320e-06,0.000000e+00,1.039505e-04,-1
