dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
miranda_zfp_gpu_r4,zfp,write,196.2347,0.0000,44.0602,0.0572,152.1089,33.2383,0.0000,9.9732,0.8488,33.2383,0.0083,0.000043
miranda_zfp_gpu_r4,zfp,read,80.3633,0.0000,69.1478,0.0000,11.2032,69.0754,0.0000,0.0000,0.0724,69.0754,0.0123,0.000153
miranda_zfp_gpu_r8,zfp,write,257.1212,0.0000,57.4160,0.0279,199.6753,37.3052,0.0000,20.0751,0.0358,37.3052,0.0020,0.000008
miranda_zfp_gpu_r8,zfp,read,115.4183,0.0000,100.5669,0.0000,14.8481,100.4945,0.0000,0.0000,0.0724,100.4945,0.0033,0.000029
miranda_zfp_gpu_r12,zfp,write,191.3125,0.0000,52.2666,0.0274,139.0165,38.9515,0.0000,13.2801,0.0351,38.9515,0.0020,0.000011
miranda_zfp_gpu_r12,zfp,read,97.0908,0.0000,78.4025,0.0000,18.6842,78.3275,0.0000,0.0000,0.0750,78.3275,0.0040,0.000041
miranda_zfp_gpu_r16,zfp,write,197.3165,0.0000,44.1386,0.0271,153.1487,29.4463,0.0000,14.6572,0.0351,29.4463,0.0021,0.000010
miranda_zfp_gpu_r16,zfp,read,90.9012,0.0000,68.4709,0.0000,22.4272,68.3977,0.0000,0.0000,0.0732,68.3977,0.0031,0.000034
