dataset,compressor,op,total_ms,stage_ms,compress_ms,container_ms,io_ms,pressio_call_ms,device_ms,transfer_ms,vol_compress_ms,pressio_host_ms,residual_ms,residual_frac
nyx_baryon_zfp_gpu_r4,zfp,write,242.9217,0.0000,92.6393,0.0535,150.2205,58.0860,0.0000,33.7127,0.8406,58.0860,0.0084,0.000035
nyx_baryon_zfp_gpu_r4,zfp,read,150.3717,0.0000,113.7304,0.0000,36.6292,113.6510,0.0000,0.0000,0.0794,113.6510,0.0121,0.000081
nyx_baryon_zfp_gpu_r8,zfp,write,278.0174,0.0000,121.9197,0.0294,156.0662,52.9757,0.0000,68.8969,0.0472,52.9757,0.0021,0.000007
nyx_baryon_zfp_gpu_r8,zfp,read,174.0440,0.0000,122.2433,0.0000,51.7975,122.1672,0.0000,0.0000,0.0761,122.1672,0.0032,0.000018
nyx_baryon_zfp_gpu_r12,zfp,write,325.3030,0.0000,167.9344,0.0293,157.3373,122.3279,0.0000,45.5694,0.0371,122.3279,0.0021,0.000006
nyx_baryon_zfp_gpu_r12,zfp,read,196.6011,0.0000,127.2123,0.0000,69.3853,127.1347,0.0000,0.0000,0.0775,127.1347,0.0034,0.000017
nyx_baryon_zfp_gpu_r16,zfp,write,390.5990,0.0000,173.9451,0.0303,216.6217,119.1140,0.0000,54.7952,0.0359,119.1140,0.0018,0.000005
nyx_baryon_zfp_gpu_r16,zfp,read,207.8728,0.0000,130.1272,0.0000,77.7422,130.0492,0.0000,0.0000,0.0781,130.0492,0.0034,0.000016
